id	sentence	implicit_ops_added
233691	I got to know him when I was a student.\n	((I.pro (past get.v)(to.p (pres know.v) him.pro)) (when.p (I.pro (past be.v) (a.d student.n))))
234759	Could you please call him into the meeting?\n	(((pres could.aux-s) you.pro please.adv-s \n  ((call.v him.pro) (adv-a (into.p (the.d meeting.n))))) ?)
237015	What a fine day it is!\n	(sub (what.a (= (a.d (fine.a day.n)))) (it.pro ((pres be.v) *h)))
238872	What were you doing when it began to rain?\n	((( What.pq)) ( ( were.aux-s) ( ( you.pro)) ( ( doing.v) ( ((when.adv-s)) ( ( ( it.p)) ( ( began.adv-e) ( (( to.p) ( ( rain.n))))))))) ( ?))
239435	What on earth are you doing in my room?\n	((sub (what.d (n+preds {ref1}.n (on.p |Earth|))) ((pres prog) you.pro ((do.v *h) (adv-e (in.p (my.d room.n)))))) ?)
239696	Can I have a bite?\n	(((pres can.aux-v) I.pro (have.v (a.d bite.n))) ?)
239765	May I ask you to do me a favor?\n	(((pres may.aux-v) I.pro ((pres ask.v) \n                         you.pro \n                         (to (do.v me.pro (a.d favor.n))))) ?)
241157	Do you have any rock CDs?\n	(((pres do.aux-s) you.pro (have.v (any.d (rock.n (plur CD.n)))))?)
242305	If you can't keep your promise, what excuse will you make?\n	((\n  (If.ps (you.pro ((pres can.aux-v) not.adv-s (keep.v (your.d promise.n)))))\n  (sub \n   (what.d excuse.n) \n   ((pres will.aux-s) you.pro (make.v *h)))) ?)
242705	If you are to do it, you must make a good start.\n	(If.ps \n (you.pro ((pres be-to.aux-v) do.v it.pro))\n (you.pro ((pres must.aux-s) make.v (a.d (good.a start.n)))))
243143	Should he be given another chance, he would do his best.\n	(sub (((pres should.aux-s) he.pro ((pres (pasv give.v)) (another.a chance.n)))) \n\t   ((he.pro ((would.aux-s) do.v (his.d (best.a {ref}.n)) *h))))
245160	Can I bring you anything else?\n	(((Can.aux-s I.pro ((pres bring.v) you.pro) (anything.n else.adv-e)))?)
247739	Why don't you put your best foot forward?\n	((Why.aux-s do.v not( you.pro) ((pres put.v) ( your.d ( best.a) foot.n) ( forward.adv-s)))?)
248778	How formal is this ceremony?\n	((sub (how.adv-a formal.a) ((pres be.v) (this.d ceremony.n) *h)) ?)
248853	How are you getting along?\n	((sub how.adv-s (you.pro ((pres prog) get_along.v *h))) ?)
248986	When does Tony study?\n	((sub When.pro ((pres do.aux-s) (|Tony| (pres study.v) *h))?))
249744	Do me the favor of coming.\n	(({you}.pro (((pres do.v) me.pro) (the.d (n+preds favor.n (= (ka come.v)))))) !)
249850	How comes it that you were there?\n	((((How.adv-e)) ( ( (comes.v) ( (it.p)) (( that.d) ((( you.pro)) (  (past be.v)(( there.adv-e))))))) ?))
250131	Will you open the door?\n	(((pres will.aux-v) you.pro (open.v (the.d door.n))) ?)
250218	What is that building whose door is painted white?\n	((What.pro \n  ((pres be.v) \n   (= (that.d (n+preds building.n \n            \t\t(((who.rel 's) door.n) ((pres be.v) (painted.a (adv-a white.a))))))))) ?)
252239	Don't repeat such a careless mistake.\n	(Do.aux-v (not) (repeat.v such.p (a.d careless.a mistake.n)))
254824	The peak rises above the clouds.\n	((The.d peak.n) ((pres rise.v) (adv-a (above.p (the.d (plur cloud.n))))))
256000	Does that include everything?\n	(((pres do.v) (that.pro (include.v everything.pro))) ?)
258650	Didn't you visit the park?\n	(((past do.aux-s) not you.pro (visit.v (the.d park.n))) ?)
259364	The rule holds good in this case.\n	(((The.d rule.n) ((pres hold.v) good.adv-a)) (adv-s (in.p (this.d case.n))))
264011	Will Jane sing?\n	(((pres will.aux-s) (|Jane| sing.v))?)
264077	Can you tell Jane from her twin sister?\n	(Can.aux-s ((((you.pro tell.v) |Jane|.pro) from.p) (her.pro (twin.a sister.n)))?)
264507	I'm still alive, and that's the main thing, Father says.\n	(sub (tht\n ((I.pro ((pres be.v) still.adv-e alive.v)) \n  and.cc \n  (that.pro ((pres be.v) (= (the.d (main.a thing.n)))))))\n (|Father| ((pres say.v) *h)))
264731	A computer can calculate very rapidly.\n	((a.d computer.n) ((pres can.aux-v) (calculate.v (very.adv-a rapidly.adv-a))))
265114	May I use this?\n	(((pres may.aux-s) I.pro (use.v this.pro)) ?)
265147	Where would you like me to put this?\n	((sub where.pq ((pres would.aux-s) you.pro ((like.v me.pro) (to ((put.v this.pro) *h))))) ?)
266868	May I borrow this book?\n	(((pres may.aux-v) I.pro (borrow.v (this.d book.n))) ?)
267570	Will this road take me to the station?\n	((((pres will.aux-s) (this.d road.n)) ((take.v me.pro) (to.p-arg (the.d station.n)))) ?)
267791	Is this your first visit to this town?\n	(((((pres be.v) this.n) your.pro) ((first.adv-e visit.n))(( to.p (this.d town.n)))?))
269940	Will you tell me how to sing this song?\n	(((pres will.aux-s) you.pro ((tell.v me.pro) (sub \n                                              how.pq\n                                              (to ((sing.v (this.d song.n)) *h))))) ?)
271273	Here is your key.\n	(Here.adv-e (pres be.v) (your.pro key.n))
271912	Would you like another cup of coffee?\n	(((pres would.aux-s) you.pro (like.v (another.d (cup.n (of.p coffee.n))))) ?)
274359	What a feast we had when we visited my aunt!\n	((sub (What.a (a.d feast.n)) (we.pro ((past have.v) *h))) (when.pr (we.pro ((past visit.v) (my.pro aunt.n)))))
275617	What in the world are you doing?\n	(What.d ((in.p (the.d world.n)) ((pres be.v) you.pro (prog do.v)))?)
275865	May I ask some questions?\n	(((pres may.aux-s) I.pro (ask.v (some.d (k (plur question.n))))) ?)
279158	What did you do with your camera?\n	((sub What.pro \n      ((past do.aux-s) you.pro \n       ((do.v *h) \n        (adv-a (with.p (your.d camera.n)))))) ?)
279740	Will you lend me your pencil?\n	((Will.aux-s you.pro lend.v me.pro (your.pro pencil.n))?)
279809	Shall I get some for you?\n	(((pres shall.aux-s) I.pro (get.v (some.d {ref}.n) (adv-a (for.p you.pro)))) ?)
279916	Will you show me your album?\n	(((pres will.aux-s) you.pro (show.v me.pro (your.d album.n))) ?)
280136	I've never seen you cook. Can you cook anything at all?\n	(I.pro (((pres perf) never.adv-e (see.v you.pro cook.v))))\n(((pres can.aux-v) you.pro ((cook.v anything.pro) at_all.adv-a)) ?)
282012	Does the 19 bus go to Main Street?\n	((((pres do.aux-s) ((the.d (19 bus.n)) (go.v (to.p |Main Street|.n))))) ?)
282413	"Could you do this instead of me?" "Sorry, I'm too busy."\n	(((pres could.aux-s) (you.pro (do.v this.pro (instead.adv-e (of me.pro)))))?) ((pu Sorry.a) (I.pro ((pres be.v) (too.adv-e busy.a))))
282830	The train was crowded with people.\n	((The.d train.n) ((past be.v) \n                  (crowded.a (adv-a (with.p (k people.n))))))
282967	How long have you been dating?\n	((sub (how.adv-a long.a) ((pres perf) you.pro (prog (date.v *h)))) ?)
283832	Does this mean you're not coming to help?\n	(((pres do.aux-s) (this.pro (mean.v tht (you.pro (not ((pres prog) (come.v (to help.v))))))))?)
284282	The dog traced the rabbit into the forest.\n	((The.d dog.n) (((pres trace.v) (the.d rabbit.n)) (adv-e (into.p (the.d forest.n)))))
285613	Can you see Mt. Daisetsu over there?\n	(Can.aux-s (((you.pro see.v) |Mt. Daisetsu|.n) over.adv-s there.n)?)
288801	My wife is subject to moods.\n	((my.d (wife-of.n *s)) ((pres be.v) (subject.a (to.p-arg (k (plur mood.n))))))
290365	When I was a child, I would often call on him on Sunday.\n	(sub (When.ps (I.pro ((past be.v) (a.d child.n)))) (I.pro ((past will.aux-v) often.adv-a ((call-on.v him.pro) (adv-e (on.p Sunday.n)) *h))))
290686	Are there any tours of the city?\n	(((pres be.v) (there.d any.a (tours.n (of.p (the.d (city).n))))(?)))
291537	Be quiet while I'm speaking.\n	(((pres be.v) quiet.a (while.ps (I.pro ((pres prog) speak.v)))) !)
291879	Our hens laid a lot of eggs yesterday.\n	((Our.pro (plur hen.n)) (((past lay.v) (a.d (n+preds lot.n (of.p (plur egg.n))))) yesterday.adv-e))
293798	May we draw your attention to our new products?\n	(May.aux-v (we.pro (draw.v your.pro attention.n) (to (our.d (new.a (plur product.n)))))?)
294470	Will you make room for me?\n	(((pres will.aux-s) (you.pro ((make.v (k room.n)) for.p me.pro)))?)
296692	I think of you all the time.\n	(I.pro (pres think.v) of.p you.pro (all.a (the.d time.n)))
300549	I never try to go to there.\n	(I.pro (never.adv-f ((pres try.v) (to (go.v (to.p-arg there.pro))))))
306167	You'll have to work hard if you want to pass the exam.\n	((You.pro ((pres will.aux-s) (have.v (to (work.v hard.adv-a))))) (if.ps (you.pro ((pres want.v) (to (pass.v (the.d exam.n)))))))
307973	Will you give me a ride?\n	(((pres will.aux-s) you.pro ((give.v me.pro) (a.d ride.n))) ?)
308624	The class being over, the students left quickly.\n	(The.d class.n being.v over.adv-e){then} ( the.d students.n left.v quickly.adv-a)
309367	Do you have a course for beginners?\n	(((pres do.aux-s) you.pro (have.v (a.d course.n) (for.p (plur beginner.n)))) ?)
309612	Can't you just picture Ed in woman's disguise?\n	(((pres Can.aux-v) not (you.pro just.adv-s ((picture.v |Ed|) \n                                            (in.p (((k woman.n) 's) disguise.n))))) ?)
311507	Where's the newspaper?\n	((where.pq ((pres be.v) (the.d newspaper.n))) ?)
316277	What else do you want?\n	(What.pq (else.p (do.aux-s you.pro want.v))?)
317842	Can someone take our picture?\n	(((pres can.aux-s) (someone.pro (take.v (our.d picture.n)))) ?)
317869	Whoever calls, tell him I'm out.\n	((({if}.ps\n   (whoever.pro ((pres call.v) {me}.pro)))\n  ({you}.pro ((pres tell.v) \n              him.pro \n              (tht (I.pro ((pres be.v) out.adv-a)))))) !)
318494	Can you give me directions to the subway station?\n	(((pres can.aux-v) you.pro ((give.v me.pro) (k ((plur direction.n)\n\t\t\t\t\t\t\t\t\t\t   (to.p-arg (the.d (subway.n station.n))))))) ?)
319799	My little brother says that he had a dreadful dream last night.\n	((my.d (little.a brother.n)) ((pres say.v) (that (he.pro ((past have.v) (a.d (dreadful.a dream.n)) (adv-e ({during}.p ({the}.d (last.a night.n)))))))))
320765	Could you put your seat back up a little?\n	(((pres could.aux-v) you.pro ((put.v \n                              (your.d seat.n) \n\t\t\t\t\t\t\t  (back.adv-a up.a)) \n                              a_little.adv-a)) ?)
332095	What is the matter with him?\n	((sub what.pro (((pres be.v) ((the.d matter.n) (with.p him.pro *h))))) ?)
332414	How fast he runs!\n	(sub (how.adv-a fast.a) (he.pro ((pres run.v) *h)))
333761	He must have studied English hard.\n	(he.pro ((pres must.aux-s) (perf ((study.v |English|) hard.adv-a))))
334279	What time did he ask for your response?\n	(((What.d time.n) ((past do.aux-v) he.pro (ask.v (for.p-arg (your.d response.n))))) ?)
336316	He has been writing poems since this morning.\n	(He.pro (((pres perf) (prog (write.v (k (plur poem.n))))) \n         (adv-e (since.p (this.d morning.n)))))
340618	Ought he to be forced out of the presidency?\n	((pres ought.aux-s) ((he.pro to.p be.v (perf force.v)) (out_of.v (the.d presidency.n)))?)
345831	They like to play in the snow.\n	(They.pro ((pres like.v) (to (play.v (adv-e (in.p (the-gen.d snow.n)))))))
358040	Could you show me another one, please?\n	((((pres could.aux-s) you.pro ((show.v me.pro) (another.d one.n))) please.adv-s) ?)
358062	Could you exchange it with another one?\n	(((pres could.aux-v) you.pro (exchange.v it.pro (with.p-arg (another.d one.n)))) ?)
358837	Be sure and call me tonight.\n	(({you}.pro (((pres be.v) sure.a)\n             and.cc\n             (((pres call.v) me.pro) tonight.adv-e))) !)
360039	If you were to quit your job, what would you do?\n	((If.ps \n  (you.pro ((cf be-to.aux-s) quit.v (your.d job.n))) \n  (sub what.pro ((pres would.aux-s) you.pro do.v *h))) ?)
360041	If a tiger should come out of the cage, what would you do?\n	(((If.ps ((a.d tiger.n) \n          ((cf should.aux-s) \n           (come.v (adv-a (out_of.p (the.d cage.n))))))) \n  (sub what.pro ((cf will.aux-s) you.pro (do.v *h)))) ?)
360738	Can you tell if it will rain tomorrow?\n	((Can.aux-v (you.pro (tell.v (whether (it.pro ((pres will.aux-s) rain.v tomorrow.adv-e))))))?)
361454	Don't fail to come here by the appointed time.\n	(({you}.pro do.aux-s (not fail.v (to (come.v here.adv-e)) (by.p (the.d (appointed.a time.n)))))!)
361871	Shall I cook dinner for you?\n	( (pres shall.aux-s)  (I.pro (pres cook.v) (dinner.n for.p you.pro))?)
362129	Let's go dancing, shall we?\n	((Let.v (us.pro ((pres go.v) dancing.n))) ((pres shall.aux-s) we.pro)?)
364051	If you cut class or something...it wouldn't surprise you if it showed up on your report card, would it?\n	((If.p you.pro cut.v class.n or.cc something.n) \n(it.p would.aux-s not surprise.v you.pro if.p (it.n (past show.v) up.p on.p your.pro (report.a card.n)) (would.aux-s it.p)?))
368875	I'm photographing the woman.\n	(I.pro (pres be.v) ((pres photographing.v) (the.d woman.n)))
370597	I want to learn Chinese next year.\n	(I.pro ((pres want.v) (to.p (pres learn.v) \n               |Chinese|.n) (next.adv-e year.n)))
371072	The same energy of character which renders a man a daring villain would have rendered him useful to society, had that society been well organized.\n	(The.d (same.a (energy.n of. character.n) which.p renders.v a.d man.n a.d (daring.a villain.n)) ((would.aux-s have.adv-s (past rendered.v) him.pro) useful.a to.p society.n)) (had.v that.p society.n (past be.v) (well.a organized.n))
372685	I've lost about 80 cents.\n	(I.pro ((pres perf) lose.v) ((nquan (about.adv-a 80.a)) (plur cent.n)))
372723	Are we having company tonight?\n	((we.pro ((pres prog) have.v (k company.n) tonight.adv-e))?)
373288	How can I get to gate A-1?\n	((sub How.adv-a ((pres can.aux-v) (I.pro (get.v (to.p (gate.n |A-1|.n)))) *h))?)
373310	How many are in your party?\n	((sub (how.adv-a (many.d {ref1}.n)) ((pres be.v) (in.p (your.d party.n) *h))) ?)
377295	If he's fluent in English, I'll hire him.\n	((If.ps (he.pro ((pres be.v) (fluent.a (in.p-arg |English|))))) \n (I.pro ((pres will.aux-s) (hire.v him.pro))))
378786	I came here yesterday.\n	(I.pro ((past come.v) here.adv-e yesterday.adv-e))
378871	I'll do it if they pay me.\n	((I.pro will.aux-s do.v it.n) (if.ps they.pro pay.v me.pro))
381568	He bailed on us just when we needed him.\n	(He.pro ((past bail.v) (on.p-arg us.pro) (just.adv-s (when.ps (we.pro ((past need.v) him.pro))))))
382977	Care for a smoke?\n	(({you}.pro (pres care.v) (for.p-arg (a.d smoke.n)))?)
383821	Where are you working?\n	((Where.pr (pres be.v) you.pro working.v)?)
383988	If it must be that way, so be it.\n	((If.ps it.pro (must.aux-s) be.v (that.d way.n)) (so.adv-e be.v it.n))
384255	When will it be good?\n	(When.rel (will.aux-s (it.n ((pres be.v) good.a)))?)
384977	Do you have a solution?\n	(((pres do.aux-s) you.pro (have.v (a-gen.d solution.n))) ?)
385702	Have you recently taken a trip anywhere?\n	(((pres perf) you.pro \n  (recently.adv-e ((take.v (a.d trip.n)) anywhere.adv-e))) ?)
390024	What's the name of my doctor?\n	((What.pro ((pres be.v) (the.d name.n (of.p (my.d doctor.n)))))?)
390080	Where can I mail these letters?\n	((sub where.pro ((pres can.aux-s) i.pro (mail.v (these.d (plur letter.n) *h)))) ?)
390130	Which sports do you like?\n	((sub (which.d (plur sports.n)) ((pres do.v) (you.pro ((pres like.v) *h))))?)
390757	If my mother had still been alive, she would have helped me at that time.\n	((If.ps ((my.d mother.n) (still.adv-e ((cf perf) (be.v alive.a))))) \n (she.pro ((cf will.aux-s) (perf ((help.v me.pro) \n               (adv-e (at.p (that.d time.n))))))))
395723	My printer's black ink is defective; it bleeds across the page if I touch it with my finger.\n	(((((My.d printer.n) 's) (black.n ink.n)) ((pres be.v) defective.a)) \n ((it.pro ((pres bleed.v) (adv-a (across.p (the.d page.n))))) \n   (if.ps (I.pro (((pres touch.v) it.pro) \n                  (adv-a (with.p (my.d finger.n))))))))
395930	Don't ask her out, demand her out!\n	(((( Do.aux-s) ( not) ( ( ( ask.v) ( ( her.pro)) ( ( out.v))) {then} ( ( demand.v) ( ( her.pro)) (( out.v))))) ( !)))
395965	Did you just get to know him?\n	(((past do.aux-s) you.pro (just.adv-s (get.v (to (know.v him.pro))))) ?)
400489	Can I stay with you? I was kicked out of my house because I didn't pay the rent.\n	(((pres can.aux-v) I.pro (stay.v (adv-a (with.p you.pro)))) ?)\n(I.pro ((past (pasv kick.v)) \n        (out.adv-a (of.p (my.d house.n)))))\n (because.ps (I.pro (past do.aux-s) (pay.v (the.d rent.n))))
400632	Do you have a points card?\n	((((pres do.aux-s) you.pro) (have.v (a.d (k ((plur point.n) card.n))))) ?)
401467	Arenâ€™t they on the sea during the night?\n	(((pres be.v) not.adv-s (they.pro (on.p (the.d sea.n))) (during.adv-e (the.d night.n))) ?)
403180	How much do these black pants and red shirts cost?\n	((sub (How.adv-a much.a) ((pres do.aux-s) (these.d (black.a (plur pants.n)) and.cc (red.a (plur shirt.n))) cost.v *h))?)
404037	How could this happen? I thought you were on the pill.\n	((sub How.pq ((past can.aux-s) this.pro happen.v *h)) ?) \n \n(I.pro ((past think.v) (tht (you.pro ((past be.v) (on.p (the.d pill.n)))))))
